Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
2709,IT,Non-compliance,High,2022-06-30
2710,Marketing,Non-compliance,High,2022-06-15
2711,Operations,Control Weakness,High,2022-07-23
2712,Finance,Fraudulent Activity,Low,2022-04-13
2713,IT,Non-compliance,High,2022-01-18
2714,Marketing,Non-compliance,Medium,2022-10-24
2715,IT,Control Weakness,Low,2022-07-19
2716,IT,Fraudulent Activity,Medium,2022-03-29
2717,HR,Fraudulent Activity,High,2022-01-01
2718,Marketing,Fraudulent Activity,Low,2022-09-13
2719,Marketing,Non-compliance,High,2022-07-06
2720,Operations,Non-compliance,High,2022-05-28
2721,IT,Control Weakness,High,2022-06-07
2722,Finance,Fraudulent Activity,High,2022-03-22
2723,Marketing,Non-compliance,Low,2022-07-26
2724,IT,Non-compliance,High,2022-05-08
2725,Finance,Fraudulent Activity,High,2022-09-25
2726,Operations,Non-compliance,High,2022-09-25
2727,Operations,Non-compliance,Medium,2022-06-14
2728,HR,Control Weakness,Medium,2022-05-22
2729,HR,Fraudulent Activity,Medium,2022-03-05
2730,Finance,Fraudulent Activity,Medium,2022-05-19
2731,IT,Control Weakness,Medium,2022-05-06
2732,Finance,Non-compliance,High,2022-04-24
2733,Finance,Control Weakness,High,2022-09-05
2734,Finance,Non-compliance,High,2022-01-08
2735,Marketing,Control Weakness,Low,2022-04-03
2736,IT,Control Weakness,Low,2022-05-25
2737,Marketing,Control Weakness,High,2022-01-03
2738,Marketing,Fraudulent Activity,Low,2022-05-20
2739,HR,Fraudulent Activity,High,2022-12-01
2740,IT,Non-compliance,High,2022-10-23
2741,HR,Control Weakness,Medium,2022-09-30
2742,Marketing,Non-compliance,High,2022-08-04
2743,HR,Non-compliance,High,2022-06-08
2744,Marketing,Control Weakness,Low,2022-04-08
2745,Operations,Control Weakness,Medium,2022-06-14
2746,Operations,Control Weakness,Medium,2022-01-15
2747,Finance,Control Weakness,Low,2022-03-12
2748,Finance,Non-compliance,Low,2022-05-11
2749,Operations,Control Weakness,High,2022-08-18
2750,IT,Non-compliance,High,2022-03-11
2751,Finance,Non-compliance,Medium,2022-10-12
2752,Marketing,Fraudulent Activity,Low,2022-07-09
2753,Marketing,Control Weakness,High,2022-10-04
2754,Finance,Fraudulent Activity,Medium,2022-08-02
2755,Marketing,Control Weakness,Low,2022-06-02
2756,Operations,Non-compliance,Low,2022-05-21
2757,Marketing,Non-compliance,Medium,2022-03-20
2758,Marketing,Non-compliance,High,2022-05-02
2759,Operations,Fraudulent Activity,High,2022-05-15
2760,Operations,Non-compliance,High,2022-01-19
2761,Finance,Fraudulent Activity,High,2022-07-21
2762,HR,Fraudulent Activity,Medium,2022-04-16
2763,IT,Non-compliance,Low,2022-09-06
2764,Marketing,Control Weakness,Low,2022-08-29
2765,IT,Non-compliance,Medium,2022-08-27
2766,IT,Fraudulent Activity,Low,2022-07-30
2767,IT,Non-compliance,High,2022-02-17
2768,HR,Control Weakness,High,2022-06-02
2769,Finance,Control Weakness,Low,2022-07-05
2770,Marketing,Non-compliance,High,2022-12-08
2771,IT,Control Weakness,High,2022-08-20
2772,IT,Fraudulent Activity,High,2022-09-15
2773,IT,Fraudulent Activity,Medium,2022-04-26
2774,HR,Non-compliance,Low,2022-11-18
2775,Marketing,Fraudulent Activity,High,2022-02-19
2776,IT,Fraudulent Activity,High,2022-01-06
2777,IT,Non-compliance,Medium,2022-02-21
2778,Marketing,Control Weakness,High,2022-09-03
2779,Marketing,Control Weakness,High,2022-10-18
2780,Operations,Fraudulent Activity,High,2022-01-17
2781,HR,Control Weakness,Low,2022-04-13
2782,Finance,Fraudulent Activity,Medium,2022-06-03
2783,Marketing,Fraudulent Activity,Medium,2022-12-01
2784,IT,Fraudulent Activity,High,2022-04-24
2785,Finance,Fraudulent Activity,High,2022-10-30
2786,Finance,Control Weakness,Medium,2022-01-04
2787,HR,Fraudulent Activity,Low,2022-12-25
2788,Operations,Non-compliance,Low,2022-08-12
2789,Finance,Control Weakness,Medium,2022-07-07
2790,HR,Control Weakness,Low,2022-06-03
2791,Marketing,Fraudulent Activity,High,2022-09-06
2792,HR,Fraudulent Activity,Low,2022-03-11
2793,Marketing,Non-compliance,High,2022-08-05
2794,Marketing,Non-compliance,High,2022-07-16
2795,Marketing,Control Weakness,Low,2022-12-07
2796,Finance,Control Weakness,High,2022-09-16
2797,IT,Fraudulent Activity,Low,2022-06-24
2798,Operations,Non-compliance,High,2022-10-09
2799,HR,Control Weakness,High,2022-06-19
2800,Operations,Fraudulent Activity,High,2022-05-06
2801,Marketing,Fraudulent Activity,Low,2022-01-04
2802,IT,Control Weakness,High,2022-03-06
2803,Marketing,Non-compliance,High,2022-06-04
2804,Finance,Non-compliance,Medium,2022-04-22
2805,Operations,Fraudulent Activity,High,2022-11-23
2806,IT,Fraudulent Activity,High,2022-12-10
2807,IT,Fraudulent Activity,Medium,2022-02-20
2808,Marketing,Fraudulent Activity,Medium,2022-12-24
2809,Finance,Control Weakness,Low,2022-08-23
2810,Operations,Non-compliance,High,2022-09-27
2811,HR,Fraudulent Activity,Medium,2022-12-28
2812,HR,Fraudulent Activity,High,2022-10-24
2813,Operations,Non-compliance,Low,2022-12-04
2814,Finance,Non-compliance,Medium,2022-07-13
2815,Finance,Control Weakness,Low,2022-06-23
2816,HR,Non-compliance,Low,2022-11-09
2817,HR,Non-compliance,High,2022-08-20
2818,IT,Non-compliance,High,2022-12-29
2819,Marketing,Fraudulent Activity,High,2022-07-06
2820,Marketing,Non-compliance,Medium,2022-02-08
2821,IT,Non-compliance,Medium,2022-03-15
2822,HR,Non-compliance,High,2022-07-11
2823,IT,Control Weakness,Low,2022-03-06
2824,Finance,Control Weakness,Low,2022-09-07
2825,HR,Fraudulent Activity,Low,2022-12-27
2826,Operations,Non-compliance,High,2022-04-05
2827,Marketing,Non-compliance,Low,2022-04-16
2828,Finance,Fraudulent Activity,Medium,2022-08-13
2829,Marketing,Fraudulent Activity,Low,2022-09-17
2830,Marketing,Fraudulent Activity,High,2022-12-18
2831,HR,Control Weakness,Low,2022-01-25
2832,Operations,Control Weakness,Low,2022-03-07
2833,Finance,Control Weakness,Low,2022-05-05
2834,Marketing,Non-compliance,Low,2022-04-07
2835,Finance,Control Weakness,Medium,2022-06-15
2836,IT,Non-compliance,Medium,2022-01-04
2837,IT,Non-compliance,Low,2022-01-09
2838,Finance,Non-compliance,High,2022-11-29
2839,Marketing,Non-compliance,High,2022-12-19
2840,IT,Fraudulent Activity,Low,2022-03-22
2841,Marketing,Fraudulent Activity,Low,2022-02-26
2842,IT,Non-compliance,High,2022-07-31
2843,IT,Control Weakness,Low,2022-05-01
2844,Marketing,Fraudulent Activity,Medium,2022-10-10
2845,HR,Control Weakness,Low,2022-06-26
2846,IT,Non-compliance,Medium,2022-02-27
2847,Finance,Fraudulent Activity,High,2022-09-13
2848,IT,Fraudulent Activity,Medium,2022-10-09
2849,Finance,Non-compliance,Medium,2022-07-15
2850,Marketing,Fraudulent Activity,Low,2022-09-17
2851,Finance,Non-compliance,High,2022-06-17
2852,Operations,Control Weakness,Low,2022-02-19
2853,HR,Fraudulent Activity,High,2022-08-19
2854,IT,Control Weakness,High,2022-11-21
2855,Operations,Fraudulent Activity,High,2022-05-14
2856,IT,Non-compliance,Low,2022-03-28
2857,Finance,Fraudulent Activity,High,2022-09-12
2858,IT,Non-compliance,High,2022-02-15
2859,HR,Control Weakness,Low,2022-01-11
2860,IT,Control Weakness,Medium,2022-01-10
2861,Operations,Control Weakness,Medium,2022-09-02
2862,HR,Control Weakness,Low,2022-11-17
2863,IT,Fraudulent Activity,Low,2022-09-28
2864,Finance,Non-compliance,Low,2022-03-01
2865,Finance,Control Weakness,Low,2022-08-12
2866,Finance,Control Weakness,High,2022-12-29
2867,HR,Fraudulent Activity,Medium,2022-09-11
2868,HR,Control Weakness,Low,2022-04-07
2869,HR,Non-compliance,Low,2022-02-12
2870,HR,Fraudulent Activity,High,2022-10-08
2871,Finance,Control Weakness,High,2022-08-24
2872,IT,Non-compliance,Medium,2022-12-28
2873,IT,Control Weakness,Medium,2022-05-27
2874,Operations,Control Weakness,Medium,2022-02-25
2875,Operations,Non-compliance,Medium,2022-12-16
2876,Finance,Fraudulent Activity,Low,2022-12-25
2877,Operations,Fraudulent Activity,High,2022-04-11
2878,Finance,Fraudulent Activity,Low,2022-06-07
2879,Operations,Non-compliance,High,2022-01-22
2880,Operations,Control Weakness,Medium,2022-10-27
2881,Operations,Control Weakness,High,2022-04-03
2882,Finance,Control Weakness,High,2022-05-19
2883,IT,Non-compliance,High,2022-12-24
2884,IT,Fraudulent Activity,Medium,2022-02-11
2885,Finance,Fraudulent Activity,Low,2022-07-21
2886,IT,Non-compliance,Medium,2022-08-25
2887,Marketing,Fraudulent Activity,High,2022-04-29
2888,IT,Fraudulent Activity,Medium,2022-08-04
2889,IT,Non-compliance,Low,2022-11-18
2890,Finance,Fraudulent Activity,High,2022-01-17
2891,Finance,Control Weakness,Medium,2022-01-15
2892,Marketing,Fraudulent Activity,High,2022-05-18
2893,IT,Fraudulent Activity,Medium,2022-09-01
2894,IT,Fraudulent Activity,Low,2022-11-12
2895,Operations,Non-compliance,Low,2022-03-06
2896,Marketing,Non-compliance,Low,2022-10-11
2897,IT,Non-compliance,Medium,2022-09-27
2898,Marketing,Control Weakness,Medium,2022-08-28
2899,IT,Fraudulent Activity,Medium,2022-05-22
2900,IT,Fraudulent Activity,Low,2022-10-29
2901,Operations,Fraudulent Activity,Medium,2022-09-09
2902,IT,Fraudulent Activity,Low,2022-12-17
2903,IT,Non-compliance,Low,2022-12-16
2904,Finance,Control Weakness,Medium,2022-09-30
2905,HR,Fraudulent Activity,High,2022-12-20
2906,IT,Control Weakness,High,2022-01-12
2907,Operations,Non-compliance,Low,2022-09-17
2908,IT,Fraudulent Activity,Low,2022-05-12
2909,Marketing,Fraudulent Activity,Low,2022-05-22
2910,Finance,Non-compliance,High,2022-07-09
2911,IT,Control Weakness,Low,2022-03-16
2912,Finance,Non-compliance,Low,2022-08-31
2913,Operations,Fraudulent Activity,Medium,2022-11-02
2914,Operations,Control Weakness,High,2022-03-17
2915,Operations,Control Weakness,Medium,2022-12-19
2916,IT,Control Weakness,Low,2022-05-12
2917,Finance,Control Weakness,High,2022-03-17
2918,Marketing,Fraudulent Activity,High,2022-10-16
2919,IT,Control Weakness,Low,2022-11-06
2920,Finance,Non-compliance,Medium,2022-10-28
2921,IT,Fraudulent Activity,Low,2022-02-07
2922,Marketing,Fraudulent Activity,High,2022-12-28
2923,Marketing,Control Weakness,Medium,2022-02-13
2924,HR,Non-compliance,High,2022-07-08
2925,Operations,Non-compliance,Medium,2022-11-20
2926,Finance,Fraudulent Activity,Low,2022-06-06
2927,HR,Fraudulent Activity,High,2022-12-29
2928,Marketing,Fraudulent Activity,High,2022-03-05
2929,Finance,Control Weakness,High,2022-12-22
2930,IT,Fraudulent Activity,High,2022-12-30
2931,Marketing,Fraudulent Activity,Medium,2022-05-02
2932,Operations,Non-compliance,High,2022-08-11
2933,IT,Non-compliance,Medium,2022-04-30
2934,HR,Control Weakness,High,2022-04-23
2935,Marketing,Control Weakness,High,2022-12-18
2936,Operations,Fraudulent Activity,High,2022-10-11
2937,Finance,Control Weakness,Medium,2022-06-25
2938,IT,Fraudulent Activity,Low,2022-11-15
2939,Finance,Fraudulent Activity,Medium,2022-08-27
2940,IT,Fraudulent Activity,High,2022-03-31
2941,Marketing,Fraudulent Activity,Medium,2022-10-23
2942,Finance,Fraudulent Activity,Medium,2022-09-28
2943,HR,Control Weakness,Low,2022-12-02
2944,Operations,Non-compliance,Low,2022-11-16
2945,IT,Fraudulent Activity,Low,2022-08-22
2946,Operations,Fraudulent Activity,Medium,2022-03-04
2947,Marketing,Non-compliance,Medium,2022-01-07
2948,Operations,Control Weakness,Low,2022-12-08
2949,Finance,Fraudulent Activity,Low,2022-04-21
2950,Operations,Control Weakness,Medium,2022-08-18
2951,Finance,Control Weakness,Medium,2022-04-29
2952,Marketing,Non-compliance,Low,2022-11-18
2953,Finance,Fraudulent Activity,Medium,2022-12-26
2954,HR,Control Weakness,Medium,2022-12-28
2955,IT,Fraudulent Activity,Medium,2022-10-09
2956,Marketing,Non-compliance,High,2022-11-21
2957,Operations,Control Weakness,High,2022-05-21
2958,Marketing,Control Weakness,Low,2022-10-13
2959,HR,Fraudulent Activity,Medium,2022-01-07
2960,Marketing,Control Weakness,High,2022-03-08
2961,Finance,Fraudulent Activity,Low,2022-04-04
2962,HR,Control Weakness,Medium,2022-02-19
2963,Finance,Non-compliance,Low,2022-11-17
2964,Finance,Fraudulent Activity,Low,2022-06-03
2965,Marketing,Non-compliance,Low,2022-03-10
2966,Operations,Control Weakness,Medium,2022-05-14
2967,IT,Fraudulent Activity,Low,2022-08-13
2968,HR,Fraudulent Activity,Medium,2022-09-07
2969,HR,Control Weakness,Low,2022-12-09
2970,Marketing,Non-compliance,Medium,2022-06-02
2971,HR,Control Weakness,Medium,2022-03-21
2972,Marketing,Control Weakness,High,2022-08-29
2973,Marketing,Non-compliance,High,2022-04-06
2974,Operations,Control Weakness,Low,2022-04-11
2975,Marketing,Non-compliance,Medium,2022-01-21
2976,Finance,Non-compliance,Medium,2022-02-03
2977,Operations,Fraudulent Activity,High,2022-09-26
2978,Marketing,Non-compliance,Low,2022-07-29
2979,IT,Control Weakness,Medium,2022-09-01
2980,IT,Control Weakness,High,2022-09-21
2981,HR,Non-compliance,Low,2022-08-14
2982,Operations,Control Weakness,High,2022-03-11
2983,IT,Fraudulent Activity,High,2022-01-20
2984,IT,Non-compliance,Low,2022-11-25
2985,HR,Fraudulent Activity,Low,2022-09-27
2986,HR,Non-compliance,Low,2022-05-30
2987,HR,Control Weakness,Medium,2022-06-23
2988,HR,Non-compliance,Medium,2022-02-25
2989,IT,Non-compliance,High,2022-09-02
2990,HR,Fraudulent Activity,Medium,2022-09-25
2991,HR,Fraudulent Activity,Low,2022-08-21
2992,Finance,Control Weakness,High,2022-05-02
2993,Operations,Fraudulent Activity,Low,2022-05-14
2994,IT,Fraudulent Activity,Low,2022-12-28
2995,Operations,Control Weakness,Medium,2022-04-28
2996,IT,Fraudulent Activity,High,2022-09-29
2997,Finance,Non-compliance,Medium,2022-06-20
2998,HR,Non-compliance,Medium,2022-12-04
2999,HR,Fraudulent Activity,Medium,2022-02-19
3000,HR,Control Weakness,Low,2022-07-29
3001,HR,Control Weakness,Medium,2022-02-20
3002,Operations,Non-compliance,High,2022-10-13
3003,Finance,Non-compliance,High,2022-05-05
3004,Operations,Fraudulent Activity,Low,2022-06-26
3005,Marketing,Fraudulent Activity,High,2022-03-03
3006,Marketing,Non-compliance,Low,2022-02-04
3007,Marketing,Non-compliance,High,2022-07-14
3008,IT,Non-compliance,Medium,2022-09-13
3009,Finance,Non-compliance,Low,2022-12-29
3010,HR,Fraudulent Activity,High,2022-10-15
3011,Finance,Non-compliance,Low,2022-06-18
3012,Operations,Control Weakness,High,2022-01-17
3013,Operations,Control Weakness,High,2022-07-02
3014,HR,Control Weakness,Low,2022-03-17
3015,Operations,Control Weakness,Low,2022-10-03
3016,IT,Fraudulent Activity,Medium,2022-10-29
3017,IT,Fraudulent Activity,Low,2022-11-25
3018,IT,Fraudulent Activity,Low,2022-04-03
3019,Finance,Fraudulent Activity,Low,2022-01-31
3020,Finance,Fraudulent Activity,Medium,2022-09-10
3021,Finance,Fraudulent Activity,High,2022-06-27
3022,Finance,Non-compliance,Medium,2022-08-13
3023,Marketing,Control Weakness,High,2022-09-02
3024,IT,Non-compliance,Low,2022-03-27
3025,Marketing,Non-compliance,High,2022-02-18
3026,Finance,Non-compliance,Low,2022-02-23
3027,HR,Fraudulent Activity,Low,2022-03-13
3028,Operations,Fraudulent Activity,Low,2022-07-16
3029,HR,Fraudulent Activity,Medium,2022-03-22
3030,HR,Control Weakness,Medium,2022-05-19
3031,IT,Control Weakness,High,2022-03-22
3032,Marketing,Non-compliance,Medium,2022-06-29
3033,Marketing,Non-compliance,Low,2022-03-10
3034,HR,Fraudulent Activity,Low,2022-04-01
3035,Finance,Fraudulent Activity,Low,2022-05-18
3036,IT,Non-compliance,Medium,2022-05-05
3037,Finance,Fraudulent Activity,Low,2022-07-09
3038,IT,Control Weakness,Low,2022-06-17
3039,HR,Control Weakness,High,2022-09-07
3040,Marketing,Non-compliance,High,2022-02-04
3041,HR,Fraudulent Activity,High,2022-12-20
3042,HR,Control Weakness,Low,2022-07-23
3043,Finance,Control Weakness,High,2022-01-30
3044,HR,Non-compliance,Low,2022-09-04
3045,Finance,Non-compliance,High,2022-06-06
3046,HR,Fraudulent Activity,Low,2022-11-05
3047,HR,Non-compliance,Low,2022-06-27
3048,IT,Control Weakness,High,2022-09-19
3049,Marketing,Non-compliance,Low,2022-05-26
3050,Marketing,Non-compliance,Low,2022-05-24
3051,Marketing,Non-compliance,Low,2022-06-15
3052,Marketing,Fraudulent Activity,High,2022-01-14
3053,HR,Fraudulent Activity,Medium,2022-11-01
3054,Finance,Fraudulent Activity,High,2022-11-19
3055,IT,Control Weakness,Medium,2022-09-05
3056,Finance,Fraudulent Activity,Medium,2022-04-04
3057,IT,Fraudulent Activity,Low,2022-11-16
3058,Operations,Control Weakness,Low,2022-10-29
3059,IT,Fraudulent Activity,Low,2022-03-22
3060,Operations,Fraudulent Activity,Medium,2022-10-10
3061,Operations,Control Weakness,Medium,2022-10-02
3062,IT,Control Weakness,High,2022-03-30
3063,IT,Fraudulent Activity,Medium,2022-07-06
3064,IT,Fraudulent Activity,High,2022-06-25
3065,IT,Fraudulent Activity,Low,2022-04-07
3066,Finance,Control Weakness,High,2022-09-29
3067,Finance,Fraudulent Activity,High,2022-09-04
3068,IT,Non-compliance,Low,2022-02-04
3069,HR,Non-compliance,High,2022-02-28
3070,IT,Control Weakness,High,2022-12-02
3071,Operations,Fraudulent Activity,High,2022-02-14
3072,HR,Fraudulent Activity,High,2022-10-02
3073,Marketing,Fraudulent Activity,High,2022-11-02
3074,Operations,Fraudulent Activity,Medium,2022-02-04
3075,Finance,Control Weakness,Medium,2022-06-15
3076,IT,Fraudulent Activity,Low,2022-10-21
3077,IT,Non-compliance,Low,2022-06-16
3078,Marketing,Control Weakness,Medium,2022-08-12
3079,Operations,Control Weakness,Medium,2022-09-27
3080,Operations,Fraudulent Activity,Medium,2022-09-27
3081,IT,Fraudulent Activity,High,2022-02-20
3082,Marketing,Fraudulent Activity,Medium,2022-12-18
3083,Marketing,Control Weakness,Low,2022-01-29
3084,HR,Fraudulent Activity,Medium,2022-10-13
3085,Finance,Non-compliance,Medium,2022-03-12
3086,IT,Non-compliance,High,2022-03-24
3087,Marketing,Control Weakness,Low,2022-06-02
3088,Operations,Control Weakness,High,2022-01-23
3089,Finance,Control Weakness,Medium,2022-03-06
3090,Operations,Fraudulent Activity,High,2022-11-15
3091,Marketing,Non-compliance,Low,2022-11-11
3092,IT,Fraudulent Activity,High,2022-01-26
3093,Marketing,Control Weakness,Low,2022-02-28
3094,Operations,Fraudulent Activity,Low,2022-10-26
3095,IT,Control Weakness,Medium,2022-09-13
3096,IT,Non-compliance,High,2022-11-16
3097,IT,Fraudulent Activity,Low,2022-06-12
3098,HR,Fraudulent Activity,High,2022-06-14
3099,IT,Fraudulent Activity,Medium,2022-04-21
3100,IT,Control Weakness,Low,2022-01-18
3101,Marketing,Non-compliance,Low,2022-11-22
3102,Marketing,Control Weakness,High,2022-12-28
3103,IT,Fraudulent Activity,Medium,2022-09-23
3104,IT,Control Weakness,Low,2022-09-29
3105,IT,Control Weakness,Low,2022-05-22
3106,Marketing,Control Weakness,Medium,2022-02-17
3107,Operations,Fraudulent Activity,Low,2022-07-19
3108,IT,Fraudulent Activity,Medium,2022-06-30
3109,Finance,Non-compliance,Low,2022-08-10
3110,Operations,Fraudulent Activity,High,2022-07-03
3111,HR,Control Weakness,Low,2022-03-09
3112,Marketing,Fraudulent Activity,Low,2022-11-27
3113,Marketing,Fraudulent Activity,Low,2022-11-29
3114,Marketing,Control Weakness,Low,2022-04-21
3115,HR,Control Weakness,Low,2022-11-04
3116,HR,Fraudulent Activity,Low,2022-01-16
3117,Finance,Fraudulent Activity,Medium,2022-06-07
3118,Finance,Fraudulent Activity,Low,2022-08-14
3119,Operations,Non-compliance,High,2022-06-15
3120,Marketing,Fraudulent Activity,Medium,2022-06-05
3121,HR,Non-compliance,High,2022-07-01
3122,IT,Fraudulent Activity,Medium,2022-06-01
3123,Operations,Non-compliance,Low,2022-12-21
3124,IT,Non-compliance,Medium,2022-10-23
3125,Operations,Fraudulent Activity,Medium,2022-11-19
3126,IT,Fraudulent Activity,High,2022-08-15
3127,Finance,Fraudulent Activity,High,2022-04-28
3128,Finance,Fraudulent Activity,High,2022-10-11
3129,HR,Non-compliance,Medium,2022-03-22
3130,Marketing,Fraudulent Activity,High,2022-01-12
3131,Operations,Fraudulent Activity,High,2022-10-03
3132,Marketing,Control Weakness,Low,2022-03-23
3133,Finance,Control Weakness,Low,2022-07-27
3134,HR,Control Weakness,High,2022-01-02
3135,Operations,Control Weakness,High,2022-12-04
3136,Marketing,Control Weakness,High,2022-01-22
3137,IT,Non-compliance,Low,2022-10-09
3138,Operations,Non-compliance,Low,2022-05-06
3139,Marketing,Fraudulent Activity,High,2022-03-15
3140,HR,Control Weakness,Low,2022-03-31
3141,Finance,Control Weakness,Medium,2022-07-28
3142,HR,Fraudulent Activity,Medium,2022-02-24
3143,Marketing,Fraudulent Activity,Low,2022-06-05
3144,Operations,Control Weakness,High,2022-05-23
3145,Finance,Non-compliance,Medium,2022-06-07
3146,Operations,Fraudulent Activity,High,2022-03-18
3147,HR,Fraudulent Activity,Low,2022-12-25
3148,Marketing,Control Weakness,Medium,2022-09-03
3149,Operations,Fraudulent Activity,High,2022-03-31
3150,Operations,Fraudulent Activity,Medium,2022-04-15
3151,IT,Non-compliance,Medium,2022-11-28
3152,HR,Non-compliance,High,2022-04-29
3153,HR,Fraudulent Activity,High,2022-12-07
3154,IT,Control Weakness,Low,2022-04-04
3155,IT,Control Weakness,Medium,2022-01-04
3156,Finance,Fraudulent Activity,Medium,2022-04-26
3157,IT,Fraudulent Activity,Medium,2022-05-08
3158,Finance,Control Weakness,Medium,2022-02-17
3159,HR,Control Weakness,Low,2022-03-08
3160,Operations,Fraudulent Activity,Medium,2022-09-25
3161,Operations,Fraudulent Activity,High,2022-04-06
3162,Operations,Fraudulent Activity,High,2022-07-18
3163,Finance,Fraudulent Activity,Medium,2022-09-05
3164,IT,Non-compliance,Medium,2022-02-14
3165,Operations,Fraudulent Activity,Medium,2022-03-30
3166,Marketing,Fraudulent Activity,Medium,2022-04-03
3167,IT,Non-compliance,Low,2022-06-18
3168,Marketing,Non-compliance,Medium,2022-04-11
3169,HR,Fraudulent Activity,Medium,2022-12-26
3170,Marketing,Non-compliance,Low,2022-11-15
3171,Marketing,Fraudulent Activity,Medium,2022-03-19
3172,Finance,Non-compliance,Medium,2022-06-12
3173,Marketing,Control Weakness,Medium,2022-10-12
3174,IT,Control Weakness,High,2023-01-01
3175,IT,Non-compliance,Medium,2022-12-24
3176,Finance,Control Weakness,Medium,2022-09-20
3177,Operations,Control Weakness,High,2022-06-25
3178,IT,Fraudulent Activity,Low,2022-05-11
3179,Operations,Fraudulent Activity,Low,2022-02-09
3180,HR,Non-compliance,Low,2022-07-06
3181,Operations,Control Weakness,Low,2022-05-31
3182,Operations,Non-compliance,Medium,2022-10-16
3183,Finance,Non-compliance,High,2022-12-26
3184,Marketing,Non-compliance,Low,2022-06-06
3185,Marketing,Control Weakness,Low,2022-08-30
3186,Finance,Fraudulent Activity,Medium,2022-07-27
3187,Finance,Non-compliance,Medium,2022-08-24
3188,Operations,Non-compliance,Low,2022-03-01
3189,Marketing,Fraudulent Activity,Low,2022-05-12
3190,IT,Fraudulent Activity,Medium,2022-10-21
3191,IT,Control Weakness,High,2022-05-09
3192,Finance,Fraudulent Activity,Low,2022-03-06
3193,HR,Fraudulent Activity,High,2022-04-28
3194,IT,Fraudulent Activity,Low,2022-07-07
3195,Marketing,Non-compliance,Medium,2022-10-14
3196,IT,Fraudulent Activity,High,2022-04-13
3197,Marketing,Control Weakness,High,2022-09-11
3198,HR,Control Weakness,High,2022-08-18
3199,Finance,Control Weakness,High,2022-01-16
3200,Marketing,Fraudulent Activity,High,2022-07-29
3201,Marketing,Fraudulent Activity,Medium,2022-02-28
3202,Marketing,Fraudulent Activity,High,2022-06-17
3203,Marketing,Fraudulent Activity,Medium,2022-12-25
3204,Finance,Control Weakness,High,2022-12-07
3205,Marketing,Control Weakness,Medium,2022-01-13
3206,HR,Non-compliance,Medium,2022-06-09
3207,HR,Non-compliance,Low,2022-12-16
3208,Finance,Fraudulent Activity,High,2022-01-10
3209,Marketing,Fraudulent Activity,Low,2022-05-13
3210,HR,Control Weakness,Medium,2022-11-26
3211,Operations,Fraudulent Activity,Low,2022-11-19
3212,IT,Control Weakness,Medium,2022-04-03
3213,Marketing,Fraudulent Activity,Medium,2022-06-07
3214,Operations,Non-compliance,High,2022-06-21
3215,Marketing,Non-compliance,Medium,2022-02-16
3216,Marketing,Non-compliance,High,2022-12-25
3217,IT,Non-compliance,Medium,2022-11-07
3218,HR,Fraudulent Activity,Medium,2022-01-30
3219,Operations,Control Weakness,Medium,2022-10-02
3220,IT,Fraudulent Activity,Medium,2022-11-22
3221,Finance,Non-compliance,High,2022-03-24
3222,Operations,Control Weakness,Low,2022-04-14
3223,IT,Fraudulent Activity,Medium,2022-09-15
3224,IT,Control Weakness,High,2022-10-30
3225,IT,Control Weakness,Medium,2022-10-25
3226,IT,Control Weakness,Medium,2022-03-23
3227,Operations,Fraudulent Activity,High,2022-10-08
3228,Finance,Control Weakness,Low,2022-02-20
3229,Marketing,Non-compliance,High,2022-11-24
3230,IT,Non-compliance,High,2022-08-12
3231,Operations,Control Weakness,High,2022-11-01
3232,IT,Non-compliance,Medium,2022-01-25
3233,Finance,Fraudulent Activity,High,2022-10-12
3234,Marketing,Non-compliance,High,2022-07-10
3235,Operations,Control Weakness,Medium,2022-04-10
3236,HR,Non-compliance,High,2022-10-28
3237,Operations,Fraudulent Activity,Medium,2022-10-18
3238,Finance,Control Weakness,Medium,2022-07-19
3239,HR,Non-compliance,High,2022-09-22
3240,IT,Fraudulent Activity,Medium,2022-08-03
3241,Finance,Fraudulent Activity,Medium,2022-01-02
3242,Marketing,Non-compliance,Low,2022-10-31
3243,Operations,Control Weakness,Medium,2022-04-19
3244,IT,Control Weakness,Low,2022-11-29
3245,IT,Control Weakness,Low,2022-04-01
3246,Marketing,Non-compliance,High,2022-05-19
3247,IT,Non-compliance,Medium,2022-02-01
3248,IT,Fraudulent Activity,Medium,2022-08-05
3249,IT,Non-compliance,Medium,2022-05-21
3250,Marketing,Control Weakness,Low,2022-10-30
3251,HR,Non-compliance,Low,2022-07-08
3252,Operations,Non-compliance,Low,2022-08-17
3253,Finance,Non-compliance,Medium,2022-10-14
3254,Finance,Fraudulent Activity,Low,2022-01-03
3255,HR,Control Weakness,Medium,2022-02-16
3256,IT,Control Weakness,High,2022-01-03
3257,HR,Control Weakness,Low,2022-05-16
3258,IT,Control Weakness,High,2022-03-20
3259,Marketing,Control Weakness,Low,2022-07-14
3260,HR,Non-compliance,Low,2022-12-13
3261,Finance,Non-compliance,Low,2022-10-10
3262,Finance,Fraudulent Activity,Medium,2022-08-23
3263,Marketing,Fraudulent Activity,Low,2022-05-23
3264,Finance,Fraudulent Activity,Low,2022-04-04
3265,Finance,Fraudulent Activity,Low,2022-10-16
3266,Operations,Control Weakness,Medium,2022-08-14
3267,Marketing,Non-compliance,Medium,2022-04-27
3268,HR,Fraudulent Activity,Medium,2022-01-26
